问题,年份,公司,鑫鑫关键词,包关键词
根据2021年柳化股份的年报，请简要介绍报告期内公司的销售费用和管理费用分别是多少元?,2021,600423,销售费用|管理费用,管理费用|销售费用|销售费用和管理费用
2020年浙江亿田智能厨电股份有限公司的综合收益总额是多少元？,2020,300911,综合收益总额,综合收益总额
预付款项的管理对公司的资金利用效率和供应链协调有何影响？,,,,
中石科技在2020年的现金比率是多少？请保留两位小数。,2020,300684,现金比率,现金比率
海南双成药业股份有限公司2020年综合收益总额是多少元?,2020,002693,综合收益总额,综合收益总额
峨眉山旅游股份有限公司2020年的营业税金及附加金额是多少元？,2020,000888,营业税金|附加金额,营业税金及附加金额
皓元医药2020年净利润是多少元?,2020,688131,净利润,净利润
请问2021年索通发展股份有限公司的营业成本是多少元？,2021,603612,请问|营业成本,营业成本
2020年钢研纳克年报中管理费用是多少元?,2020,300797,管理费用,管理费用
德马科技在2020年的所得税费用是多少元?,2020,688360,所得税费用,所得税费用
在2021年，兰州佛慈制药股份有限公司的每股收益和每股净资产分别是多少元？,2021,002644,每股|收益|每股|净资产,每股收益|每股净资产|每股收益和每股净资产
广东佳兆业佳云科技股份有限公司2020年的营业收入和营业外收入分别是多少元？,2020,300242,营业收入|营业外收入,营业收入和营业外收入|营业收入|营业外收入
广东红墙新材料股份有限公司2020年营业外支出是多少元?,2020,002809,营业外|支出,营业外支出
拉芳家化2019年的硕士人数是多少？,2019,603630,硕士人数,硕士人数
2019年西安旅游的电子信箱是什么?,2019,000610,电子信箱,电子信箱
什么是应付票据？,,,,
2021年南京银行利息支出和利息收入分别是多少元?,2021,601009,利息支出|利息收入,利息收入|利息支出|利息支出和利息收入
2021年上海科泰电源股份有限公司无形资产是多少元?,2021,300153,无形|资产,无形资产
江苏弘业股份有限公司2021年的营业成本是多少元？,2021,600128,营业成本,营业成本
北京必创科技股份有限公司2021年的固定资产是多少元？,2021,300667,固定资产,固定资产
五矿发展2021年利息支出和利息收入分别是多少元?,2021,600058,利息支出|利息收入,利息收入|利息支出|利息支出和利息收入
浙江铁流离合器股份有限公司2020年的营业外支出是多少元？,2020,603926,营业外|支出,营业外支出
中钨高新2020年的销售费用增长率是多少？保留两位小数。,2020,000657,销售费用增长率,销售费用增长率
根据2019年海峡股份的年报，营业成本率是多少?保留2位小数。,2019,002320,营业成本率,营业成本率
巨星农牧2021年法定代表人对比2020年是否相同?,2021|2020,603477,法定|代表人|是否|相同,法定代表人
2021年新宝股份应收款项融资是多少元?,2021,002705,应|收款项|融资,应收款项融资
英联股份在2020年的营业成本和营业利润分别是多少元?,2020,002846,营业成本|营业利润,营业成本和营业利润|营业成本|营业利润
2020年广东丸美生物技术股份有限公司资产负债比率为多少?保留2位小数。,2020,603983,资产|负债比率,资产负债比率
请问，在2019年的年报数据中，佳都科技集团股份有限公司的技术人员数是多少?,2019,600728,请问|数据|技术人员数,技术人员数
2020年吉视传媒销售费用增长率是多少?保留2位小数。,2020,601929,销售费用增长率,销售费用增长率
康辰药业2020年销售费用增长率是多少?保留2位小数。,2020,603590,销售费用增长率,销售费用增长率
合肥立方制药股份有限公司在2021年的营业利润增长率具体是多少，需要保留至小数点后两位？,2021,003020,营业利润增长率|具体|需要,营业利润增长率
根据2019年的年报数据，密尔克卫的2019年企业研发经费占费用比例是多少?保留2位小数。,2019|2019,603713,数据|企业|研发|经费|占费用比例,企业研发经费|费用比例|企业研发经费占费用比例
华润微在2021年的负债合计是多少元？,2021,688396,负债|合计,负债合计
请问北纬科技在2020年的净利润是多少元？,2020,002148,请问|净利润,净利润
汇宇制药2021年每股经营现金流量是多少元?,2021,688553,每股|经营现金流量,每股经营现金流量
请问，深圳中天精装股份有限公司在2021年收回的投资收到的现金是多少元?,2021,002989,请问|收回|投资|收到|现金,投资收到的现金
2020年，腾达建设的流动比率是多少?请以两位小数表示。,2020,600512,流动比率|表示,流动比率
宁夏东方钽业股份有限公司2020年研发费用是多少元?,2020,000962,研发|费用,研发费用
请问上海凯鑫在2020年的营业税金及附加是多少元？,2020,300899,请问|营业税金|附加,营业税金及附加
粤传媒2019年营业成本率是多少?保留2位小数。,2019,002181,营业成本率,营业成本率
2019年上海锦和商业经营管理股份有限公司财务费用是多少元?,2019,603682,财务费用,财务费用
龙佰集团2019年的利息收入是多少元？,2019,002601,利息收入,利息收入
请问，2021年百洋医药的货币资金是多少元?,2021,301015,请问|货币资金,货币资金
资本回报率的计算方法和影响因素有哪些？,,,,
2019年营口港企业硕士及以上人员占职工人数比例是多少?保留2位小数。,2019,600317,企业硕士|人员|占职工人数比例,职工人数比例|企业硕士及以上人员占职工人数比例|企业硕士及以上人员
江苏哈工智能机器人股份有限公司2021年总资产增长率是多少?保留2位小数。,2021,000584,总|资产增长率,总资产增长率
在2021年，金马游乐的流动负债增长率是多少?请保留2位小数。,2021,300756,流动|负债增长率,流动负债增长率
在2020年，仁和药业的流动负债比率是多少？请保留两位小数。,2020,000650,流动|负债比率,流动负债比率
2019年金牌厨柜家居科技股份有限公司研发人员占职工人数比例为多少?保留2位小数。,2019,603180,研发人员|占职工人数比例,研发人员|职工人数比例|研发人员占职工人数比例
凌云工业股份有限公司2020年的财务费用增长率是多少？保留2位小数。,2020,600480,财务费用增长率,财务费用增长率
2019年吉祥航空的毛利率是多少？请保留两位小数。,2019,603885,毛利率,毛利率
2019年迈瑞医疗的注册地址是什么？,2019,300760,注册地址,注册地址
2021年益海嘉里金龙鱼粮油食品股份有限公司净利润增长率为多少?保留2位小数。,2021,300999,净利润增长率,净利润增长率
法狮龙家居建材股份有限公司在2021年收回的投资现金是多少元？,2021,605318,收回|投资现金,投资现金
2020年凯盛科技股份有限公司的管理费用是多少元?,2020,600552,管理费用,管理费用
2019年数据港的管理费用率是多少?请保留两位小数。,2019,603881,管理费用率,管理费用率
湖南千山制药机械股份有限公司在2021年的净利润增长率是多少?保留2位小数。,2021,300216,净利润增长率,净利润增长率
国新文化控股股份有限公司2021年应付职工薪酬是多少元?,2021,600636,应付职工薪酬,应付职工薪酬
工业富联2019年企业研发经费占费用比例是多少?保留2位小数。,2019,601138,企业|研发|经费|占费用比例,企业研发经费|费用比例|企业研发经费占费用比例
会计期间如何定义？,,,,
彩虹股份2020年的营业税金及附加是多少元?,2020,600707,营业税金|附加,营业税金及附加
必创科技2021年的无形资产增长率是多少？请保留两位小数。,2021,300667,无形|资产增长率,无形资产增长率
广东肇庆星湖生物科技股份有限公司2019年研发费用和财务费用分别是多少元?,2019,600866,研发|费用|财务费用,财务费用|研发费用和财务费用|研发费用
我乐家居2019年的公司网址是什么?,2019,603326,网址,公司网址
2019年中颖电子注册地址是什么?,2019,300327,注册地址,注册地址
我想了解鹏起科技发展股份有限公司2021年净利润的增长率，结果需要保留两位小数。,2021,600614,想|了解|净利润|增长率|需要,净利润增长率
请问，西安中熔电气股份有限公司2020年年报数据中，公司的营业外支出是多少元?,2020,301031,请问|数据|营业外|支出,营业外支出
什么是使用权资产？,,,,
2019年中国铁建股份有限公司的三费比重是多少？请保留两位小数。,2019,601186,三费比重,三费比重
2021年中国武夷每股经营现金流量是多少元?,2021,000797,每股|经营现金流量,每股经营现金流量
东莞铭普光磁股份有限公司2019年研发费用和财务费用分别是多少元?,2019,002902,研发|费用|财务费用,财务费用|研发费用和财务费用|研发费用
